,중분류,상품명,생산국가,상세정보
wine,기타,"게르슈테커, 크리스트 킨들스 글루바인",독일,"생산자
게르슈텍커 Gerstacker
국가/생산지역
독일(Germany) > 뉘른베르크(Nurnberger)
주요품종
블렌드 (Blend )
알코올
8.5 %
음용온도
60~70 ℃
추천음식
견과류, 츄러스, 케익, 치즈, 카나페, 스넥 등과 잘 어울린다."
wine,화이트,"그랜드 토카이, 토카이 아수 6 푸토뇨스",헝가리,"생산자
그랜드 토카이 Grand Tokaj
국가/생산지역
헝가리(Hungary)
주요품종
푸르민트 (Furmint) , 살가무쉬코타이 (Sargamuskotaly) , 코베르스졸로 (koverszolo) , 제타 (Zeta) , 할스레베루 (Harslevelu) , 카바르 (Kabar)
양조
건강한 푸르민트 와인을 베이스로 하며 발효 중 아수 포도를 24시간 침용
숙성
스태인레스에서 발효된 후 최소 18개월 배럴 숙성
알코올
9~10 %
음용온도
8~10 ℃
추천음식
숙성된 치즈, 블루치즈, 거위 간, 초콜릿 디저트, 크렘 브륄레와 잘 어울린다.
기타정보
*Vivino: 4.4
수입사
가자주류   "
wine,레드,까사 포르타 까베르네 소비뇽,칠레,"생산자
포르타 와이너리 Porta Winery
국가/생산지역
칠레(Chile) > 센트럴 밸리(Central Valley)
주요품종
카베르네 소비뇽 (Cabernet Sauvignon) 100%
알코올
13.5 %
음용온도
16~18 ℃
추천음식
스테이크 등 육류 요리와 어울린다."
wine,레드,"까스텔 델 레메이, 오다",스페인,"생산자
까스텔 델 레메이 Castell del Remei
국가/생산지역
스페인(Spain)
주요품종
메를로 (Merlot) 60%, 템프라니요 (Tempranillo) 25%, 카베르네 소비뇽 (Cabernet Sauvignon) 15%
스타일
Spanish Red
음용온도
16~18 ℃
추천음식
살라미, 파스타, 바다가재 찜, 송아지 고기, 에멘탈 치즈 등과 잘 어울린다.
수입사
(주)와이넬   "
wine,레드,"까스텔로 반피, 벨네로",이탈리아,"생산자
반피 Banfi
국가/생산지역
이탈리아(Italy) > 토스카나(Toscana) > 몬탈치노(Montalcino)
주요품종
산지오베제 (Sangiovese)
스타일
Central Italy Red
알코올
13~14 %
음용온도
16~18 ℃
추천음식
스프, 구운 육류, 적당히 숙성된 치즈 등과 잘 어울린다.
기타정보
*2010 빈티지: Wine Spectator 88점
*2009 빈티지: Wine Spectator 92점
*2008 빈티지: Wine Spectator 88점
수입사
롯데칠성음료   "
wine,레드,"나인 햇츠, 콜롬비아 밸리 메를로",미국,"생산자
나인 햇츠 와인즈 Nine Hats Wines
국가/생산지역
미국(U.S.A) > 워싱턴(Washington State) > 콜롬비아 밸리(Columbia Valley)
주요품종
메를로 (Merlot) , 카베르네 프랑 (Cabernet Franc) , 쁘띠 베르도 (Petit Verdot)
스타일
Washington State Merlot
숙성
18개월 숙성
알코올
15~16 %
음용온도
16~18 ℃
추천음식
스테이크, 로스트비프, 바비큐, 불고기, 파스타, 다양한 치즈 등과 잘 어울린다.
기타정보
*2023 대한민국 주류대상 '신대륙 레드 와인 Best of 2023' 수상
수입사
와인투유코리아   "
wine,레드,"나파 셀라, 까베르네 쇼비뇽",미국,"생산자
나파 셀라 Napa Celllars
국가/생산지역
미국(U.S.A) > 캘리포니아(California)
주요품종
카베르네 소비뇽 (Cabernet Sauvignon) 91%, 메를로 (Merlot) 9%
스타일
Californian Cabernet Sauvignon
등급
California AVA
알코올
14~15 %
음용온도
16~18 ℃
추천음식
이 크래식한 나파밸리 와인은 소금과 레몬을 곁들인 서로인 스테이크와 환상적으로 궁합이 잘 맞는다. 소고기, 야고기와도 잘 어울린다.
기타정보
*2013 빈티지: Wine Spectator 89점
*Connoisseurs' Guide to California Wine : 89 Points
수입사
금양인터내셔날   "
wine,레드,"네스폴리, 보르고 데이 귀디",이탈리아,"생산자
네스폴리 Poderi dal Nespoli
국가/생산지역
이탈리아(Italy) > 에밀리아 로마냐(Emilia-Romagna)
주요품종
산지오베제 (Sangiovese) , 카베르네 소비뇽 (Cabernet Sauvignon) , 메를로 (Merlot)
알코올
14~15 %
음용온도
16~18 ℃
추천음식
T-bone 스테이크 등 정통 스테이크, 향신료가 첨가된 숙성된 치즈 등과 잘 어울린다.
기타정보
*2018 Decanter Bronze
*2018 IWC Silver
*2017 IWC Commended
*2016 IWC Commended
*2016 Decanter Bronze"
wine,레드,니켈 & 니켈 도그레그 빈야드 카버네 소비뇽,미국,"생산자
파니엔테 와이너리 Far Niente Winery
국가/생산지역
미국(U.S.A) > 캘리포니아(California) > 나파 카운티(Napa County) > 세인트 헬레나(St. Helena)
주요품종
카베르네 소비뇽 (Cabernet Sauvignon)
등급
St. Helena AVA
알코올
14~15 %
음용온도
16~18 ℃
추천음식
스테이크, 갈비, 불고기, 양갈비, 버섯, 하몽, 살라미, 한국음식 과 잘 어울린다.
수입사
나라셀라   "
wine,레드,니켈 & 니켈 수스콜 랜치 빈야드 멀롯,미국,"생산자
파니엔테 와이너리 Far Niente Winery
국가/생산지역
미국(U.S.A) > 캘리포니아(California) > 나파 카운티(Napa County) > 나파 밸리(Napa Valley)
주요품종
메를로 (Merlot)
알코올
14~15 %
음용온도
16~18 ℃
추천음식
훈제오리, 치킨, 바비큐, 소시지, 수육, 하몽, 프로슈토, 파스타, 피자 와 잘 어울린다.
수입사
나라셀라   "
wine,레드,니켈 & 니켈 존 C 슐렌저 빈야드 카버네 소비뇽,미국,"생산자
파니엔테 와이너리 Far Niente Winery
국가/생산지역
미국(U.S.A) > 캘리포니아(California) > 나파 카운티(Napa County) > 오크빌(Oakville)
주요품종
카베르네 소비뇽 (Cabernet Sauvignon) 100%
스타일
Californian Cabernet Sauvignon
등급
Oakville AVA
알코올
14.2 %
음용온도
16~18 ℃
추천음식
붉은 육류, 스테이크, 갈비찜, 불고기, 양갈비, 버섯, 한국음식 과 잘 어울린다.
기타정보
*2015 빈티지: Robert Parker 94+점
수입사
나라셀라   "
wine,화이트,니켈 & 니켈 트루차드 빈야드 샤도네이,미국,"생산자
파니엔테 와이너리 Far Niente Winery
국가/생산지역
미국(U.S.A) > 캘리포니아(California) > 나파 카운티(Napa County) > 로스 카네로스(Los Carneros)
주요품종
샤르도네 (Chardonnay)
알코올
14~15 %
음용온도
10~12 ℃
추천음식
바비큐, 훈제오리, 오리로스, 치킨, 훈제연어, 장어구이, 참치, 새우, 해산물, 숙성 치즈, 피자, 파스타, 탕수육 등과 잘 어울린다.
수입사
나라셀라   "
wine,레드,"니켈 & 니켈, 브랜딩 아이언 빈야드 카버네 소비뇽",미국,"생산자
파니엔테 와이너리 Far Niente Winery
국가/생산지역
미국(U.S.A) > 캘리포니아(California) > 나파 카운티(Napa County) > 오크빌(Oakville)
주요품종
카베르네 소비뇽 (Cabernet Sauvignon)
등급
Oakville AVA
알코올
14~15 %
음용온도
16~18 ℃
추천음식
스테이크, 갈비, 불고기, 양갈비, 버섯, 하몽, 살라미, 한국음식 과 잘 어울린다.
기타정보
*2018 빈티지: Wine Spectator 93점
*2014 빈티지: Robert Parker 93+점
*2010 빈티지: Wine Spectator 91점
*2009 빈티지: Robert Parker 93점
수입사
나라셀라   "
wine,화이트,"다나 에스테이트, 허쉬 빈야드 소비뇽 블랑 나파 밸리",미국,"생산자
다나 에스테이트 Dana Estates
국가/생산지역
미국(U.S.A) > 캘리포니아(California) > 나파 카운티(Napa County) > 나파 밸리(Napa Valley)
주요품종
소비뇽 블랑 (Sauvignon Blanc)
등급
Napa Valley AVA
알코올
14~15 %
음용온도
16~18 ℃
추천음식
훈제 연어, 농어, 광어, 생선구이, 조개구이, 새우, 해산물, 샐러드, 야채, 동남아요리, 아시아요리 등과 잘 어울린다.
수입사
에노테카코리아   "
wine,레드,"다리우쉬, 시그니쳐 카베르네 소비뇽",미국,"생산자
다리우쉬 Darioush
국가/생산지역
미국(U.S.A) > 캘리포니아(California) > 나파 카운티(Napa County) > 나파 밸리(Napa Valley)
주요품종
카베르네 소비뇽 (Cabernet Sauvignon) 100%
스타일
Californian Cabernet Sauvignon
등급
Napa Valley AVA
알코올
14.8 %
음용온도
16~18 ℃
추천음식
로스트 안심과 등심, 진한 소스의 육류, 오래된 숙성 치즈 등과 잘 어울린다.
기타정보
*2016 빈티지: Wine Spectator 96+점, Wine Enthusiast 93점
*2015 빈티지: Robert Parker 96-98점
수입사
와인투유코리아   "
wine,레드,"다리우스 II, 카베르네 소비뇽",미국,"생산자
다리우쉬 Darioush
국가/생산지역
미국(U.S.A) > 캘리포니아(California) > 나파 카운티(Napa County) > 나파 밸리(Napa Valley)
주요품종
카베르네 소비뇽 (Cabernet Sauvignon) 92%, 카베르네 프랑 (Cabernet Franc) 8%
스타일
Californian Cabernet Sauvignon
등급
Napa Valley AVA
알코올
14.8 %
음용온도
15~17 ℃
추천음식
붉은육류, 스테이크, 양갈비, 바비큐, 불고기, 파스타, 다양한 치즈, 햄버거, 한국음식 등과 잘 어울린다.
기타정보
*2016 빈티지: Robert Parker 99점
*2014 빈티지: Robert Parker 94점
수입사
와인투유코리아   "
wine,화이트,"다미안, 리볼라 지알라",이탈리아,"생산자
다미안 Damijan
국가/생산지역
이탈리아(Italy) > 프리울리 베네찌아 줄리아(Friuli Venezia Giulia)
주요품종
리볼라 지알라 (Ribolla Gialla) 100%
알코올
14 %
음용온도
12~13 ℃"
wine,화이트,"닥터 파우스트, 리슬링 스페트레제",독일,"생산자
모젤란드 Moselland
국가/생산지역
독일(Germany) > 나헤(Nahe)
주요품종
리슬링 (Riesling) 100%
스타일
German Riesling
음용온도
8~10 ℃
추천음식
베이컨, 꼬치구이, 해산물, 양념치킨, 하몽, 살라미, 아시아요리, 매운음식, 동남아요리등과 잘 어울린다.
수입사
롯데칠성음료   "
wine,레드,더 빅 레드 몬스터,미국,"생산자
워룸 셀러즈 Warroom Cellars
국가/생산지역
미국(U.S.A) > 캘리포니아(California) > 샌 루이스 오비스포 카운티(San Luis Obispo County) > 파소 로블스(Paso Robles)
주요품종
카베르네 소비뇽 (Cabernet Sauvignon) 76%, 쁘띠 베르도 (Petit Verdot) 14%, 쁘띠 시라 (Petite Sirah) 10%
스타일
Californian Cabernet Sauvignon
양조
부드럽게 줄기를 제거하고 으깬후 각 발효, 매일 두번 이상 펌프질, 28일 이상 추출
알코올
15~16 %
음용온도
16~18 ℃
추천음식
육류와 구운야채,치즈와 잘 어울린다.
수입사
비노스와인   "
wine,화이트,"더 아톰, 샤도네이",미국,"생산자
더 아톰 The Atom
국가/생산지역
미국(U.S.A) > 캘리포니아(California)
주요품종
샤르도네 (Chardonnay)
음용온도
10~12 ℃
추천음식
이베리코 소시지, 연어 스테이크, 아보카도 샐러드, 버섯 요리 등과 잘 어울린다.
수입사
씨에스알와인   "
wine,레드,"더 프리즈너, 더 프리즈너",미국,"생산자
더 프리즈너 와인 컴퍼니 The Prisoner Wine Company
국가/생산지역
미국(U.S.A) > 캘리포니아(California) > 나파 카운티(Napa County) > 나파 밸리(Napa Valley)
주요품종
진판델 (Zinfandel) 51%, 카베르네 소비뇽 (Cabernet Sauvignon) 19%, 시라/쉬라즈 (Syrah/Shiraz) 15%, 쁘띠 시라 (Petite Sirah) 12%, 샤르보노 (Charbono) 2%, 그르나슈 (Grenache) 1%
등급
Napa Valley AVA
알코올
15.2 %
음용온도
15~17 ℃
추천음식
각종 그릴에 구운 육류요리, 고다치즈, 붉은 육류, 흰살 육류 등과 잘 어울린다."
wine,레드,"델리카토, 1924 더블 블랙 까베르네 소비뇽",미국,"생산자
델리카토 패밀리 빈야드 Delicato Family Vineyards - DFV
국가/생산지역
미국(U.S.A) > 캘리포니아(California) > 샌 호아퀸 카운티(San Joaquin County) > 로디(Lodi)
주요품종
카베르네 소비뇽 (Cabernet Sauvignon) 81%, 말벡 (Malbec) 7%, 쁘띠 시라 (Petite Sirah) 6%, 기타 품종 (Other Grapes) 6%
스타일
Californian Cabernet Sauvignon
등급
California AVA
숙성
원액의 일부 버번 배럴 최소 2개월 숙성
알코올
15~16 %
음용온도
15~17 ℃
추천음식
숯불 베이컨 치즈버거, 매콤한 소시지, BBQ 소스가 묻혀진 돼지 등갈비 등과 잘 어울린다.
기타정보
*2019 Wine Enthusiast 87점
*2018 Wine Enthusiast Best Buy 88점
*2018 Monterey International Wine Competition Gold, 92점
*2018 Winemaker Challenge International Wine Competition Gold, 92점
*델리카토의 역사를 담은 1924
수입사
레뱅   "
wine,화이트,"델리카토, 1924 스카치 배럴 에이지드 샤도네이",미국,"생산자
델리카토 패밀리 빈야드 Delicato Family Vineyards - DFV
국가/생산지역
미국(U.S.A) > 캘리포니아(California)
주요품종
샤르도네 (Chardonnay) 100%
스타일
Californian Chardonnay
숙성
원액의 일부 스카치 배럴 2개월 숙성
알코올
14~15 %
음용온도
8~10 ℃
추천음식
오븐에 구운 돼지고기, 구운 사과, 연어구이 등과 잘 어울린다.
기타정보
*2023 대한민국 주류대상 '신대륙 화이트 와인부문 대상' 수상
*2019 Grand International Wine Award Silver Medal
*2018 San Francisco International Wine Competition Gold Medal
*2018 Sakura Japan Women's Wine Awards Gold Medal
수입사
레뱅   "
wine,레드,"도멘 뉘당, 알록스 코르통 프리미에 크뤼 '라 꾸띠에르'",프랑스,"생산자
도멘 뉘당 Domaine Nudant
국가/생산지역
프랑스(France) > 부르고뉴(Bourgogne) > 꼬뜨 드 본(Côte de Beaune) > 알록스-꼬르통(Aloxe-Corton)
주요품종
피노 누아 (Pinot Noir) 100%
등급
Aloxe-Corton 1er Cru AOC(AOP)
알코올
13 %
음용온도
13~15 ℃
추천음식
오리고기, 소 안심. 돼지 고기"
wine,화이트,도멘 드루앵 던디 힐 샤르도네 '아서',미국,"생산자
도멘 드루앵 Domaine Drouhin
국가/생산지역
미국(U.S.A) > 오리건(Oregon) > 윌라메트 밸리(Willamette Valley) > 던디 힐(Dundee Hills)
주요품종
샤르도네 (Chardonnay) 100%
스타일
Oregon Chardonnay
등급
Dundee Hills AVA
음용온도
10~12 ℃
추천음식
샐러드, 신선한 해산물요리, 그릴에 구운 야채, 부드러운 치즈 등과 잘 어울린다.
기타정보
*Best New World White Wine - Decanter
*백악관 만찬주로 사용
*2015 : James Suckling 94점
*2014 : James Suckling 93점
수입사
신세계엘앤비   "
wine,화이트,"도멘 마뜨노 말라흐, 풀리니 몽라쉐",프랑스,"생산자
도멘 마뜨노 말라흐 Domaine Martenot Mallard
국가/생산지역
프랑스(France) > 부르고뉴(Bourgogne) > 꼬뜨 드 본(Côte de Beaune) > 쀨리니-몽라셰(Puligny-Montrachet)
주요품종
샤르도네 (Chardonnay) 100%
스타일
Burgundy Côte de Beaune White
양조
천연 효모만으로 발효를 진행
숙성
오크통에서 발효과정 후 약 14개월 동안 (40% New Oak) 숙성
음용온도
8~10 ℃
수입사
타이거인터내셔날   "
wine,화이트,"도멘 샤를로팽, 샤블리",프랑스,"생산자
도멘 필립 샤를로팽 빠리죠 Domaine Philippe Charlopin Parizot
국가/생산지역
프랑스(France) > 부르고뉴(Bourgogne) > 샤블리(Chablis)
주요품종
샤르도네 (Chardonnay) 100%
스타일
Burgundy Chablis
등급
Chablis AOC(AOP)
음용온도
10~12 ℃
추천음식
훈제 연어, 스시, 회, 굴, 조개, 해산물, 다양한 치즈, 아시아요리, 동남아요리, 피자, 파스타 등과 잘 어울린다.
기타정보
*2014 빈티지: Robert Parker 83pts
수입사
에노테카코리아   "
wine,레드,"도멘 에레스틴 마찌니, 부르고뉴 피노누아",프랑스,"생산자
도멘 에레스틴 마찌니 Domaine Heresztyn Mazzini
국가/생산지역
프랑스(France) > 부르고뉴(Bourgogne) > 꼬뜨 드 뉘(Côte de Nuits) > 쥬브레-샹베르땅(Gevrey-Chambertin)
주요품종
피노 누아 (Pinot Noir)
등급
Bourgogne AOC(AOP)
음용온도
14~16 ℃
추천음식
오리고기, 치즈 등과 잘 어울린다.
기타정보
*2017 빈티지: Burghound 86-88점"
wine,화이트,"도멘 오즈테르타그, 리슬링 레 쟈뎅",프랑스,"생산자
도멘 오즈테르타그 Domaine Ostertag
국가/생산지역
프랑스(France) > 알자스(Alsace)
주요품종
리슬링 (Riesling)
스타일
Alsace Riesling
등급
Alsace AOC(AOP)
양조
손 수확, 바이오다이나믹 농법으로 재배. 스테인리스 스틸에서 자연 효모와 함께 발효.
숙성
12개월 간의 Lees 컨택 과정을 거침
음용온도
10~12 ℃
추천음식
생선, 해산물, 샐러드와 잘 어울린다.
기타정보
*2018 빈티지: The Wine Front 93점
*2017 빈티지: The Wine Front 94점, Wine Enthusiast 92점
수입사
타이거인터내셔날   "
wine,화이트,"도멘 티베르, 푸이 퓌세 헤리티지",프랑스,"생산자
도멘 티베르 Domaine Thibert
국가/생산지역
프랑스(France) > 부르고뉴(Bourgogne) > 마꼬네(Maconnais) > 뿌이-퓌세(Pouilly-Fuisse)
주요품종
샤르도네 (Chardonnay) 100%
스타일
Burgundy White
숙성
20%만 프렌치 오크통에서 19개월간 숙성
음용온도
10~12 ℃
추천음식
흰 살 생선찜, 훈제한 생선 요리, 로스트 치킨, 빠에야와 잘 어울린다.
수입사
씨에스알와인   "
wine,레드,"도멘 파랑, 뽀마르 프르미에 크뤼 레 샤포니에르",프랑스,"생산자
도멘 파랑 Domaine Parent
국가/생산지역
프랑스(France) > 부르고뉴(Bourgogne) > 꼬뜨 드 본(Côte de Beaune) > 뽀마르(Pommard)
주요품종
피노 누아 (Pinot Noir) 100%
등급
Pommard 1er Cru AOC(AOP), 'Les Chaponnières'
알코올
13 %
음용온도
15~17 ℃
추천음식
고급 치즈, 프와그라, 등심 스테이크, 신선한 해산물 볶음 요리, 등과 함께하면 좋다.
수입사
에프엘코리아   "
wine,화이트,"도멘 폴 마스, 비녜 드 니콜 블랑",프랑스,"생산자
도멘 폴 마스 Domaines Paul Mas
국가/생산지역
프랑스(France) > 서던 프랑스(Southern France) > 랑그독 루씨용(Languedoc Roussillon)
주요품종
샤르도네 (Chardonnay) , 비오니에 (Viognier)
스타일
Languedoc-Roussillon White
숙성
샤르도네, 3개월동안 50% 씩 프렌치 오크배럴과 아메리칸 오크배럴에서 숙성 / 비오니에, 스테인레스 스틸 탱크 숙성
알코올
13~14 %
음용온도
8~10 ℃
추천음식
조개구이, 생선, 고기, 인도 음식, 카나페와 잘 어울린다.
수입사
에노테카코리아   "
wine,화이트,"도멘 피쇼, 르 푀 드 라 모리에트",프랑스,"생산자
도멘 피쇼 Domaine Pichot
국가/생산지역
프랑스(France) > 루아르(Loire) > 뚜렌느(Touraine) > 부브레(Vouvray)
주요품종
슈냉 블랑 (Chenin Blanc)
스타일
Loire Chenin Blanc
양조
총 10헥타르의 점토, 석회암 토양에서 25~60년 수령 고목의 포도를 사용. 수확한 포도는 공기압 방식으로 압착 후 5°C 저온에서 48시간 동안 발효.
숙성
80%는 스테인리스 스틸 탱크, 20%는 400L 오크 배럴에서 2개월 간 숙성.
음용온도
8~10 ℃
추천음식
해산물, 새우, 문어숙회, 다양한 치즈, 건육 등과 잘 어울린다.
기타정보
* 2008 빈티지 - 2020 Wine Spectator Top 100 선정
* 2009 빈티지 - Vivino 4.0

* 잔당 - 21~24g/L
수입사
타이거인터내셔날   "
wine,레드,"도멘 필립 르클레르, 쥬브레 샹베르땅 엉셩",프랑스,"생산자
도멘 필립 르클레르 Domaine Philippe Leclerc
국가/생산지역
프랑스(France) > 부르고뉴(Bourgogne) > 꼬뜨 드 뉘(Côte de Nuits) > 쥬브레-샹베르땅(Gevrey-Chambertin)
주요품종
피노 누아 (Pinot Noir) 100%
스타일
Burgundy Côte de Nuits Red
음용온도
14~16 ℃
추천음식
구운 쇠고기 갈비, 트러플을 곁들인 리소또, 치즈와 잘 어울린다.
수입사
비노테크   "
wine,화이트,"도우, 샤도네이",미국,"생산자
도우 와인 Dough Wines
국가/생산지역
미국(U.S.A) > 캘리포니아(California)
주요품종
샤르도네 (Chardonnay)
스타일
Californian Chardonnay
알코올
14~15 %
음용온도
8~10 ℃
추천음식
바비큐, 훈제오리, 오리로스, 치킨, 훈제연어, 장어구이, 참치, 새우, 해산물, 숙성 치즈, 피자, 파스타, 탕수육 등과 잘 어울린다.
수입사
씨에스알와인   "
wine,레드,"도우, 카베르네 소비뇽",미국,"생산자
도우 와인 Dough Wines
국가/생산지역
미국(U.S.A) > 캘리포니아(California) > 노스 코스트(North Coast)
주요품종
카베르네 소비뇽 (Cabernet Sauvignon)
스타일
Californian Cabernet Sauvignon
양조
오랜 시간 껍질에 접촉
알코올
14~15 %
추천음식
붉은육류, 스테이크, 양갈비, 바비큐, 불고기, 파스타, 다양한 치즈, 햄버거, 한국음식 등과 잘 어울린다.
수입사
씨에스알와인   "
wine,레드,"도우, 피노 누아",미국,"생산자
도우 와인 Dough Wines
국가/생산지역
미국(U.S.A) > 오리건(Oregon)
주요품종
피노 누아 (Pinot Noir)
스타일
Californian Pinot Noir
알코올
12~13 %
음용온도
14~16 ℃
추천음식
로스트비프, 오리고기, 닭고기, 연어, 참치, 버섯, 다양한 치즈, 파스타와 잘 어울린다.
수입사
씨에스알와인   "
wine,로제,"도츠, 아모르 드 도츠 로제",프랑스,"생산자
도츠 Deutz [Champagne Deutz]
국가/생산지역
프랑스(France) > 샹빠뉴(Champagne)
주요품종
피노 누아 (Pinot Noir) 70%, 샤르도네 (Chardonnay) 30%
숙성
2차 발효 후 8~10년 숙성
알코올
12 %
음용온도
6~8 ℃
추천음식
약간의 스파이시한 음식과 구운 랍스터 또는 생선 요리 등과 잘 어울린다."
wine,화이트,"두르뜨, 그랑 테루아 보르도 소비뇽 블랑",프랑스,"생산자
두르뜨 Dourthe [Vins & Vignobles Dourthe]
국가/생산지역
프랑스(France) > 보르도(Bordeaux)
주요품종
소비뇽 블랑 (Sauvignon Blanc) 100%
등급
Bordeaux AOC(AOP)
알코올
12 %
음용온도
10~12 ℃
추천음식
바비큐, 꼬치구이, 양념치킨, 생선구이, 튀김, 샐러드, 중국요리, 아시아요리, 순대, 떡볶이 등과 잘 어울린다.
기타정보
*2010년 와인앤수지애스트 매거진 – 와인스타어워드 수상(올해 최고의 와인생산자)
*2007년 인터내셔날 와인&스피릿츠 컴피티션 – 프랑스 최고의 와인생산자 트로피 수상"
wine,스파클링,드보 디 로제,프랑스,"생산자
샹파뉴 드보 Champagne Devaux
국가/생산지역
프랑스(France) > 샹빠뉴(Champagne)
주요품종
피노 누아 (Pinot Noir) , 샤르도네 (Chardonnay)
등급
Champagne AOC(AOP)
알코올
12~13 %
음용온도
6~8 ℃
추천음식
스파이시한 랍스터 요리, 치즈 등과 잘 어울린다.
기타정보
*2018 Mundis Vini DE Gold Medal
*2018 Champagne Sparkling Wine World Championships UK Gold Medal
*2018 Sélection mondiale des Vins CA Gold Medal
*2017 Sommelier Wine Awards GB Gold Medal
*2017 Guide Gilbert & Gaillard FR 92점
*2018 Wine Enthusiast US 90점
수입사
무학주류상사   "
wine,화이트,"디 메오, 피아노 디 아벨리노",이탈리아,"생산자
디 메오 Di Meo
국가/생산지역
이탈리아(Italy) > 깜빠니아(Campania) > 아벨리노(Avellino)
주요품종
피아노 (Fiano)
스타일
Southern Italy White
양조
스테인리스 스틸 탱크에서 3개월 발효
숙성
3개월간 병에서 숙성
음용온도
8~10 ℃
추천음식
감자요리, 리코타 치즈, 라비올리와 잘 어울린다.
기타정보
* 2019 빈티지 : Wine Critic.Com : 94
수입사
호메오와인갤러리   "
wine,스파클링,"떼땅져, 레 폴리 드 라 마케트리",프랑스,"생산자
떼땅져 Taittinger
국가/생산지역
프랑스(France) > 샹빠뉴(Champagne)
주요품종
피노 누아 (Pinot Noir) 45%, 샤르도네 (Chardonnay) 55%
스타일
French Champagne
등급
Champagne AOC(AOP)
양조
샤또 드 라 마께트리의 싱글 빈야드 '레 폴리'밭에서 수확한 포도만을 사용
숙성
5년이상 셀러 숙성
알코올
12~13 %
음용온도
6~8 ℃
추천음식
스시, 회, 해산물, 굴, 랍스터, 게, 다양한 치즈, 샐러드, 아시아요리, 동남아요리, 과일, 디저트 등과 잘 어울린다.
수입사
하이트진로   "
wine,스파클링,"떼땅져, 빈티지 브뤼",프랑스,"생산자
떼땅져 Taittinger
국가/생산지역
프랑스(France) > 샹빠뉴(Champagne)
주요품종
샤르도네 (Chardonnay) 50%, 피노 누아 (Pinot Noir) 50%
스타일
French Champagne
등급
Champagne AOC(AOP)
양조
샤르도네는 꼬뜨 데 블랑 지역과 피노 누아는 몽따뉴 드 행스의 그랑 크뤼 밭의 포도만을 사용
숙성
5년 이상의 셀러 숙성
알코올
12~13 %
음용온도
6~8 ℃
추천음식
굴, 각종해산물, 캐비어, 바닷가재버터구이 등과 잘 어울린다.
수입사
하이트진로   "
wine,스파클링,"떼땅져, 아티스트 컬렉션 빈티지 브뤼",프랑스,"생산자
떼땅져 Taittinger
국가/생산지역
프랑스(France) > 샹빠뉴(Champagne)
주요품종
샤르도네 (Chardonnay) 50%, 피노 누아 (Pinot Noir) 50%
스타일
French Champagne
음용온도
6~8 ℃
추천음식
스시, 회, 해산물, 굴, 랍스터, 게, 다양한 치즈, 샐러드, 아시아요리, 동남아요리, 과일, 디저트 등과 잘 어울린다.
기타정보
*2008 빈티지: Wine Enthusiast 97점, Wine Spectator 93점, James Suckling 93점, Robert Parker 91점
수입사
하이트진로   "
wine,스파클링,떼레 베르디아네 아마빌레 1813,이탈리아,"생산자
칸티네 체치 Cantine Ceci
국가/생산지역
이탈리아(Italy) > 에밀리아 로마냐(Emilia-Romagna)
주요품종
람브루스코 마라니 (Lambrusco Marani) , 람브루스코 마에스트리 (Lambrusco Maestri )
알코올
8~9 %
음용온도
8~10 ℃
추천음식
살라미, 과일, 페스츄리와 잘 어울린다.
기타정보
*2015년: Competition matilde of canossa recognition of Lambrusco lands 
*2013년: Mundus Vini Gold Meda, International Wine Challenge Bronze Medal
수입사
지에프비노   "
wine,화이트,"또스띠, 3%",이탈리아,"생산자
또스띠 Tosti
국가/생산지역
이탈리아(Italy) > 피에몬테(Piemonte)
주요품종
모스카토 (Moscato ) 100%
스타일
Northern Italy White
알코올
3~4 %
음용온도
6~8 ℃
추천음식
디저트류의 과일, 패스츄리,초밥, 치즈 등과 잘 어울린다.
수입사
레뱅   "
wine,레드,라 리오하 알타 그란 리제르바 904,스페인,"생산자
라 리오하 알타 La Rioja Alta
국가/생산지역
스페인(Spain) > 리오하(Rioja)
주요품종
템프라니요 (Tempranillo) 90%, 그라시아노 (Graciano) 10%
음용온도
16~18 ℃
추천음식
붉은육류, 불고기, 갈비찜, 양갈비, 치킨, 순대, 햄버거, 피자, 한국음식 등과 잘 어울린다.
수입사
오지노와인   "
wine,레드,"라 셰또, 장 발몽 피노 누아",프랑스,"생산자
라셰또 [라세또] Lacheteau [La Cheteau]
국가/생산지역
프랑스(France) > 루아르(Loire)
주요품종
피노 누아 (Pinot Noir)
알코올
12~13 %
음용온도
14~16 ℃
추천음식
라즈베리 소스를 곁들인 오리 안심, 소프트 치즈, 향신료와 올리브유로 숙성한 치킨 요리 등과 잘 어울린다.
기타정보
*2019 Korea Sommelier Wine Awards – Silver Medal
*일본 소믈리에 협회 주최 300개의 밸류와인 블라인드 테이스팅에서 1위 획득
*일본 월간정보지 『一個人』 와인특집 '가장 맛있는 밸류 와인' 브랜드
수입사
(주)와이넬   "
wine,화이트,"라 콘레리아, 레스 브루게레스 프리오랏 블랑",스페인,"생산자
라 콘레리아 디'스칼라 데이 La Conreria d'Scala Dei
국가/생산지역
스페인(Spain) > 까탈루냐(Cataluna) > 프리오랏(Priorat)
주요품종
가르나차 블랑카 (Garnacha Blanca)
등급
Priorat DOCa(DOQ)
양조
발효 전 사전 껍질 침용. 17-18ºC로 스테인리스에서 저온 발효.
숙성
9개월간 쉬르-리(sur-lie) 방식 숙성.
음용온도
8~10 ℃
수입사
하이트진로   "
